Price,Close,High,Low,Open,Volume
Ticker,TEX,TEX,TEX,TEX,TEX
Date,,,,,
2015-01-02,25.189802169799805,25.260634584482187,24.233563727198668,24.791368781725176,1230400
2015-01-05,23.560657501220703,24.791371473232896,23.339305970209693,24.73824757864814,2345600
2015-01-06,22.79920196533203,23.64919082022236,22.374207537886868,23.61377546232413,2074600
2015-01-07,22.569000244140625,22.754936394718964,22.20598389500648,22.445043936273755,1940500
2015-01-08,22.719511032104492,22.878884334658732,22.321077775718894,22.83461472340585,3700800
2015-01-09,21.91379737854004,22.710662400004107,21.86952775631675,22.710662400004107,2650700
2015-01-12,21.12578773498535,21.940361323869677,21.12578773498535,21.78098797340436,2316200
2015-01-13,20.647666931152344,21.550781425026095,20.293504881234558,21.329429932730246,3580400
2015-01-14,20.444019317626953,20.54141449251291,19.859651645866165,20.06329456719364,3416000
2015-01-15,20.07215690612793,20.86902208026992,20.027887275422657,20.753920027169322,1724600
2015-01-16,19.974756240844727,20.320065683466396,19.88621531481923,20.072151428350544,2379300
2015-01-20,19.98360824584961,20.010171027291197,19.68257014462165,19.96589972488855,1534900
2015-01-21,19.992460250854492,20.373184964677748,19.841941217221517,19.903919344815566,3007400
2015-01-22,20.753915786743164,20.930995962161504,20.151839475009616,20.337773912515544,2104500
2015-01-23,20.213817596435547,20.745061499604688,20.045589994530125,20.5148557519388,1229400
2015-01-26,20.824748992919922,20.851310091423013,20.054445049550534,20.240381182961578,1433200
2015-01-27,19.886215209960938,20.18725334359366,19.52319893507048,20.125275202335928,2995800
2015-01-28,19.957048416137695,20.275793369720503,19.611738990654697,20.142982831662867,2393900
2015-01-29,20.399757385253906,20.417464223809137,19.48778849292401,19.957054334588967,2543100
2015-01-30,19.903921127319336,20.36433252893222,19.86850577499852,20.320062916336834,2929300
2015-02-02,20.78933334350586,20.851311495891537,19.94819862162053,20.0633006633685,1946500
2015-02-03,21.922653198242188,21.949215986730024,21.00183012933263,21.099225331676745,3583900
2015-02-04,20.96641731262207,21.8783845406592,20.824752467707988,21.657033009383678,2711700
2015-02-05,21.417966842651367,21.48879923932447,20.7804735838159,21.161198349225405,1593800
2015-02-06,21.975772857666016,22.241395625097024,21.506508839459876,21.674734734510785,2149600
2015-02-09,22.12628936767578,22.303371192208996,21.878375151084764,21.878375151084764,3090500
2015-02-10,22.002342224121094,22.338795803667118,21.630471589476468,22.338795803667118,1865900
2015-02-11,21.869529724121094,22.055464180722563,21.329431502754566,21.842966935130317,1162500
2015-02-12,22.099729537963867,22.24139602977122,21.896086594705892,22.117438060536994,1236400
2015-02-13,22.267959594726562,22.657538690657606,22.064316628881322,22.329937741829212,2550100
2015-02-17,22.524723052978516,22.595555446371193,22.082020172079915,22.179413657508928,3060300
2015-02-18,23.728879928588867,24.773659270167887,21.913798319084915,21.913798319084915,8539800
2015-02-19,22.471603393554688,23.383572175695804,22.365355619948254,23.215344563911383,4211700
2015-02-20,24.180438995361328,24.25127141252121,22.099734419219963,22.37421151339529,4837800
2015-02-23,23.799707412719727,24.109599783753648,23.666896879070205,23.8971025921589,3218400
2015-02-24,24.05648422241211,24.233566120999267,23.799715638338547,23.923673642860813,2252700
2015-02-25,24.570016860961914,24.835637989353025,23.78200604979406,23.90596235120619,2959200
2015-02-26,24.233564376831055,24.72939129289942,24.153877697079956,24.516894043155837,1807100
2015-02-27,24.26898193359375,24.63199831247053,24.215858038552266,24.375231412454887,2481000
2015-03-02,23.658044815063477,24.3043923993881,23.640337980702938,24.26897535311159,2568000
2015-03-03,23.8971004486084,24.08303653006146,23.498668883398825,23.57835384541881,1410200
2015-03-04,23.321596145629883,23.746590656232534,22.878893108224272,23.622634346167946,2671800
2015-03-05,23.330446243286133,23.357007339969915,22.852326237644853,23.07367771682446,1526000
2015-03-06,22.72699546813965,23.71203783016879,22.69149759214413,23.055342357938734,2255500
2015-03-09,22.514019012451172,22.975479669259137,22.514019012451172,22.753622965793497,1597400
2015-03-10,22.673748016357422,22.851234006078734,21.99930531773287,22.301028792048147,3576000
2015-03-11,22.389774322509766,22.771368058783086,22.212290005320526,22.771368058783086,2833700
2015-03-12,23.135217666625977,23.250584104790413,22.372030035370855,22.620510162266854,1988000
2015-03-13,22.815738677978516,23.135212818086696,22.434146634955116,23.01984809673209,1887100
2015-03-16,22.647123336791992,22.957722931811112,22.31877480659884,22.922225061463042,2455200
2015-03-17,22.877859115600586,23.028721710305984,22.52288710973003,22.567259456779833,1709800
2015-03-18,23.79190444946289,24.040384483597787,22.505137015249716,22.664874059148453,2408700
2015-03-19,23.2150821685791,23.67654445547115,23.073094033017256,23.561178037432093,1983600
2015-03-20,23.70316505432129,23.75641187211806,23.286075137371967,23.419188796599876,1543400
2015-03-23,23.774158477783203,24.217871760077344,23.59667248781281,23.73866060273639,1868600
2015-03-24,23.570051193237305,23.694292074400423,23.161835749416774,23.649919726616453,1797900
2015-03-25,23.445812225341797,23.92502173749426,23.374818160851355,23.774160831505085,1480200
2015-03-26,23.454689025878906,23.925024115132356,23.321575353309665,23.339322601721967,1111300
2015-03-27,23.11746597290039,23.374820540775985,22.833489686025377,23.36594607023212,1928100
2015-03-30,23.907276153564453,24.19125243127638,23.223957177425053,23.250580588197593,1845600
2015-03-31,23.5966739654541,23.712038681316788,23.3748173104142,23.64991908872673,1438000
