Price,Close,High,Low,Open,Volume
Ticker,TROW,TROW,TROW,TROW,TROW
Date,,,,,
2015-01-02,58.149662017822266,59.139615972972045,57.70892778158839,58.7192224414211,999700
2015-01-05,56.81390380859375,57.90556652262698,56.610486403908006,57.6682496659066,1173000
2015-01-06,55.810386657714844,57.42415165220969,55.410338975525676,57.220734244680564,2012700
2015-01-07,56.630828857421875,56.691856149958745,55.72224281419009,55.91887826528943,1267100
2015-01-08,57.30210876464844,57.39025355894691,56.82746981742854,57.04444599603416,1221000
2015-01-09,56.86815643310547,57.498744260762685,56.420640154649305,57.342790207419434,956000
2015-01-12,56.23078918457031,57.044448598177276,55.817177516936,57.044448598177276,970400
2015-01-13,56.318931579589844,57.52586189995562,55.93922455919257,56.92917870031416,1610400
2015-01-14,55.44422149658203,56.034127659776416,54.84075659114872,55.83071031436649,1567000
2015-01-15,54.94248580932617,55.72902765437547,54.74585034806385,55.44424222968387,1251800
2015-01-16,55.26117706298828,55.281517772858194,53.701657113434884,54.3864903267383,2072200
2015-01-20,55.16624450683594,55.762927683866586,54.6916107493252,55.55273347312897,1446900
2015-01-21,55.06452560424805,55.71545399684677,54.264425151718974,54.84754947338181,2029000
2015-01-22,56.386714935302734,56.685053811509654,54.92212251838266,55.47134208816879,2198900
2015-01-23,55.715457916259766,56.74609849021609,55.661212586447455,56.44097238986139,1290000
2015-01-26,56.224002838134766,57.78352262787567,55.13234001994012,57.78352262787567,1142800
2015-01-27,55.579833984375,56.01378615342507,55.0170504868789,55.620515383624095,1343800
2015-01-28,53.72199249267578,54.9153587387611,53.701646613663385,54.901799992539004,2831700
2015-01-29,53.694881439208984,54.1084931255441,52.860876105401275,53.55926808206269,2354500
2015-01-30,53.37617111206055,54.122026115455185,52.8879736049315,53.02358172441483,2856200
2015-02-02,54.2508659362793,54.35257462836055,53.301593432052606,53.48466493930367,1905800
2015-02-03,55.09165954589844,55.11200025403156,53.62028969557526,54.65770719532497,1569900
2015-02-04,54.962825775146484,55.43068273435777,54.57633681805191,54.97638969539253,1116900
2015-02-05,55.430660247802734,55.729004294748215,55.01704879112567,55.30182892332759,1158600
2015-02-06,55.810386657714844,56.298584297289096,55.53238838541924,55.70190116732032,1681100
2015-02-09,55.22724914550781,55.70188792587149,55.12554563903976,55.70188792587149,1730100
2015-02-10,55.749351501464844,55.97310956279363,55.152663337921425,55.73578758513794,1107000
2015-02-11,55.66800308227539,55.857856592611874,55.430686194354784,55.606980956718736,1494400
2015-02-12,55.79004669189453,56.03414551492074,55.47814378983207,55.74936527909671,1451300
2015-02-13,55.90530014038086,56.149398902265084,55.6205199758887,55.83071412018743,928700
2015-02-17,55.939212799072266,55.98667616664369,55.417115755786654,55.58662852184445,1033100
2015-02-18,55.4035758972168,55.84431031498504,55.166258956301995,55.67479747531428,863200
2015-02-19,56.25789260864258,56.725749456626424,55.11198475691107,56.725749456626424,2162800
2015-02-20,56.63762664794922,56.75289413225746,55.56630430725584,55.93923460721907,1506200
2015-02-23,56.339256286621094,56.5833550655819,55.8985272658873,56.53589170151278,1436900
2015-02-24,56.9698371887207,57.07154586342685,56.12905547917821,56.14261939480201,1279000
2015-02-25,56.630828857421875,56.92239105413888,56.4545392859146,56.515561405331816,1199800
2015-02-26,56.495216369628906,56.84102387251951,56.26468148311467,56.74609713417609,757400
2015-02-27,56.00701904296875,56.45453524581432,55.89175159912765,56.3528265476113,1439500
2015-03-02,56.54268264770508,56.54268264770508,55.84429081976921,55.939217562996255,1169900
2015-03-03,56.17653274536133,56.346045520798825,55.85107111346819,56.142633294145455,911500
2015-03-04,55.891754150390625,56.08838959639371,55.52560592401794,55.735800116278,901300
2015-03-05,56.27825927734375,56.332504624220356,55.85786559873159,55.9934789659231,694700
2015-03-06,55.68834686279297,56.888500462814285,55.640883482590574,56.14264512829643,1340700
2015-03-09,56.08160400390625,56.25111677329532,55.7086790151218,55.7086790151218,893900
2015-03-10,55.03063201904297,55.60697444308778,55.03063201904297,55.484925033150795,1430000
2015-03-11,55.383209228515625,55.59340339579991,55.03740174917784,55.11876973640994,1258700
2015-03-12,56.59105682373047,56.7070628047182,55.458277838751144,55.64252753209804,1540500
2015-03-13,56.08609390258789,56.59106516967941,55.69030322009707,56.550123101237276,1254700
2015-03-16,57.00048828125,57.00731369316576,56.55011001382258,56.55693021947449,943400
2015-03-17,57.020957946777344,57.17791117950251,56.44092289814421,56.44774830989671,1060500
2015-03-18,57.23932647705078,57.471343629222716,56.46139610766147,56.973192677326224,1290700
2015-03-19,56.522823333740234,57.20521886777665,56.30445697109917,56.98002709204109,1323600
2015-03-20,57.314388275146484,57.4645160963763,56.52281231720343,56.76164966631281,2858800
2015-03-23,56.843544006347656,57.58052714775912,56.83671859398097,57.3212187467314,1410900
2015-03-24,56.76848602294922,57.04826548405731,56.543294247687875,56.7480149899736,1147200
2015-03-25,55.66981506347656,56.89812359533447,55.6425186241557,56.89812359533447,930400
2015-03-26,55.383209228515625,55.92229697470609,55.11707025165983,55.164837718015825,1433200
2015-03-27,55.417327880859375,55.533333845319355,55.137548483852164,55.308147327915734,1150900
2015-03-30,55.77900314331055,56.154322726802086,55.649351546865965,55.74488649425214,1169000
2015-03-31,55.26038360595703,55.71758728953822,55.23990737001993,55.587930493256074,1472100
2015-04-01,55.68346405029297,55.79947001973038,54.9874230274047,55.376388200308334,1511600
2015-04-02,55.92912292480469,56.01101224203105,55.47874469571824,55.81311696343157,952200
2015-04-06,56.03832244873047,56.195270504144425,55.23991572684344,55.403694401533684,1014000
2015-04-07,55.289913177490234,56.33206180926858,55.26193535255481,56.178186440235976,1456700
2015-04-08,56.38103485107422,56.492940840755736,55.401832094288736,55.520733875895885,2281400
2015-04-09,56.96157455444336,57.15741407880422,56.122255446319485,56.39503268899737,1965000
2015-04-10,56.63982391357422,57.01052082996567,56.3670413997691,56.856645430054,1402000
2015-04-13,56.93357467651367,57.276293711468306,56.38102461170329,56.58385985090392,1576000
2015-04-14,57.40220642089844,57.605041713663766,56.40202154207694,56.57687900105814,1606800
